# x y z
	0.2760	2.6500	1.0000
	0.4070	1.6400	1.0000
	1.4000	2.7100	1.0000
	1.9400	3.4200	1.0000
	1.3000	0.3950	1.0000
	0.6270	3.0300	1.0000
	1.8200	3.4600	1.0000
	1.8000	2.0500	1.0000
	1.1200	3.7500	1.0000
	1.5700	2.1600	1.0000
	1.4100	0.7630	1.0000
	0.0130	-0.1930	1.0000
	1.7600	1.6700	1.0000
	0.3430	2.7100	1.0000
	0.3960	2.3200	1.0000
	1.1800	2.4100	1.0000
	0.6920	1.4200	1.0000
	0.8680	2.1400	1.0000
	1.6000	0.3610	1.0000
	2.0500	1.2400	1.0000
	0.8020	1.1800	1.0000
	1.3300	2.5200	1.0000
	0.7620	1.9900	1.0000
	1.2300	0.8440	1.0000
	1.4400	1.9900	1.0000
	0.3830	1.3100	1.0000
	1.2700	1.3300	1.0000
	1.6000	2.8600	1.0000
	1.0900	2.1100	1.0000
	2.7300	2.4000	1.0000
	0.3910	2.8800	1.0000
	0.2630	2.1800	1.0000
	-0.7500	2.5500	1.0000
	1.9100	2.6800	1.0000
	1.8700	3.1700	1.0000
	5.4800	6.9100	2.0000
	6.4100	5.1200	2.0000
	5.0200	6.0500	2.0000
	4.9500	4.7700	2.0000
	6.7000	4.8400	2.0000
	4.4900	5.6900	2.0000
	5.0000	5.5600	2.0000
	5.9200	3.8800	2.0000
	5.1500	3.4700	2.0000
	6.4000	3.9000	2.0000
	6.0300	3.5800	2.0000
	5.2900	5.0600	2.0000
	4.2200	4.5900	2.0000
	5.5700	4.6300	2.0000
	3.6200	3.6400	2.0000
	5.2400	5.7800	2.0000
	5.8100	5.4400	2.0000
	5.2100	4.9100	2.0000
	5.8800	6.0200	2.0000
	7.0400	4.1300	2.0000
	5.9200	5.4100	2.0000
	5.2700	5.3500	2.0000
	5.6400	5.3500	2.0000
	5.4300	4.2700	2.0000
	3.6900	5.3300	2.0000
	4.5800	4.4900	2.0000
	6.2200	4.1000	2.0000
	4.9600	3.8000	2.0000
	5.5800	6.0400	2.0000
	3.9900	4.1500	2.0000
	5.0600	4.8300	2.0000
	5.6000	3.7900	2.0000
	3.6400	4.7000	2.0000
	5.3500	1.7700	2.0000
	4.8200	3.9100	2.0000
	4.0600	3.5700	2.0000
	4.9600	3.9900	2.0000
	3.1000	4.7900	2.0000
	2.8700	4.6700	2.0000
	3.8200	6.9400	2.0000
	4.0100	4.4300	2.0000
	3.8300	4.7500	2.0000
	3.2700	3.4300	2.0000
	5.2900	4.5200	2.0000
	3.4100	3.6600	2.0000
	5.1100	5.0300	2.0000
	5.7900	5.8500	2.0000
	5.0000	5.4000	2.0000
	5.0900	4.3000	2.0000
	4.6200	3.3700	2.0000
	3.5200	6.4600	2.0000
	4.9600	7.0500	2.0000
	5.9600	5.1200	2.0000
	6.7400	4.0100	2.0000
	4.5700	6.2000	2.0000
	3.3700	4.4100	2.0000
	5.1700	4.5300	2.0000
	5.3800	5.8900	2.0000
	4.7700	3.6100	2.0000
	3.8500	3.0400	2.0000
	7.0200	5.4200	2.0000
	2.6400	5.4000	2.0000
	4.4900	5.1000	2.0000
	3.6800	5.5000	2.0000
	4.3600	6.0800	2.0000
	5.3200	5.9700	2.0000
	5.1400	4.4300	2.0000
	4.2900	5.8100	2.0000
	5.7800	5.1700	2.0000
	5.6200	4.4900	2.0000
	5.6500	3.8100	2.0000
	4.5700	5.6500	2.0000
	6.0500	4.6500	2.0000
	5.6600	5.0500	2.0000
	7.5100	4.2100	2.0000
	6.0600	3.4500	2.0000
	6.1600	5.1700	2.0000
	5.0500	4.9400	2.0000
	3.7100	6.2000	2.0000
	4.6300	5.8000	2.0000
	4.2400	6.0500	2.0000
	4.4400	4.2500	2.0000
	5.5600	4.0600	2.0000
	4.4400	3.7300	2.0000
	4.1000	5.5000	2.0000
	4.5900	7.7900	2.0000
	4.8400	5.7300	2.0000
	5.4100	4.2300	2.0000
	4.0500	5.8400	2.0000
	5.3200	3.8700	2.0000
	5.0800	3.5800	2.0000
	6.3200	5.7200	2.0000
	4.7900	4.2200	2.0000
	4.8700	5.3200	2.0000
	3.8300	6.4100	2.0000
	3.6100	5.4000	2.0000
	5.3100	5.9300	2.0000
	4.7500	3.3900	2.0000
	5.5000	5.6600	2.0000
	4.1100	7.1400	2.0000
