0.5500 0.5750 1.0000
0.6190 0.4670 1.0000
0.5500 0.3050 1.0000
0.3370 0.5830 1.0000
0.4560 0.3400 1.0000
0.4910 0.1880 1.0000
0.4690 0.4820 1.0000
0.4140 0.4580 1.0000
0.3010 0.3830 1.0000
0.5730 0.4580 1.0000
0.5600 0.5850 1.0000
0.5290 0.4780 1.0000
0.4280 0.4130 1.0000
0.3420 0.4540 1.0000
0.5160 0.2730 1.0000
0.3840 0.2900 1.0000
0.4410 0.3330 1.0000
0.5770 0.3260 1.0000
0.5510 0.6690 1.0000
0.4320 0.5010 1.0000
0.4960 0.5440 1.0000
0.4020 0.4130 1.0000
0.3910 0.3680 1.0000
0.4440 0.5240 1.0000
0.3440 0.4850 1.0000
0.6360 0.3990 1.0000
0.5090 0.2590 1.0000
0.3930 0.6570 1.0000
0.4620 0.6500 1.0000
0.5510 0.3330 1.0000
0.4470 0.5710 1.0000
0.4410 0.4130 1.0000
0.5340 0.3790 1.0000
0.5980 0.3370 1.0000
0.5420 0.3960 1.0000
0.4750 0.4600 1.0000
0.5110 0.2960 1.0000
0.4650 0.4550 1.0000
0.4210 0.2860 1.0000
0.4020 0.4250 1.0000
0.3910 0.3450 1.0000
0.3850 0.5710 1.0000
0.4640 0.3710 1.0000
0.3170 0.4200 1.0000
0.4510 0.4870 1.0000
0.3240 0.4220 1.0000
0.4380 0.3840 1.0000
0.3780 0.2620 1.0000
0.4760 0.4030 1.0000
0.5520 0.5600 1.0000
0.3080 0.4860 1.0000
0.3940 0.3240 1.0000
0.3940 0.5410 1.0000
0.4200 0.4290 1.0000
0.4450 0.5190 1.0000
0.3770 0.4580 1.0000
0.4390 0.2050 1.0000
0.5540 0.3340 1.0000
0.4760 0.6060 1.0000
0.4170 0.4230 1.0000
0.4910 0.3800 1.0000
0.5120 0.4710 1.0000
0.3000 0.5020 1.0000
0.4460 0.3680 1.0000
0.6450 0.4740 1.0000
0.4680 0.3130 1.0000
0.4790 0.3730 1.0000
0.6070 0.3790 1.0000
0.3520 0.4620 1.0000
0.5410 0.6390 1.0000
0.4340 0.5040 1.0000
0.4850 0.3500 1.0000
0.5180 0.2710 1.0000
0.4430 0.3630 1.0000
0.4040 0.5960 1.0000
0.5210 0.4960 1.0000
0.4510 0.3320 1.0000
0.4730 0.5790 1.0000
0.5170 0.3560 1.0000
0.5450 0.4390 1.0000
0.1230 0.2390 0.0000
0.1860 0.1730 0.0000
0.1240 0.2570 0.0000
0.1190 0.2060 0.0000
0.1190 0.1110 0.0000
0.3740 0.1550 1.0000
0.0033 0.1390 0.0000
0.2810 0.1460 0.0000
0.1450 0.2240 0.0000
0.2380 0.2580 0.0000
0.2820 0.1370 0.0000
0.0527 0.0789 0.0000
0.2550 0.1300 0.0000
0.1640 0.3000 0.0000
0.0928 0.3260 0.0000
0.1840 0.0921 0.0000
0.1790 0.2740 0.0000
0.2160 0.1910 0.0000
0.2240 0.1420 0.0000
0.1590 0.2670 0.0000
0.2560 0.0953 0.0000
0.2160 0.0966 0.0000
0.3040 0.1980 1.0000
0.3180 0.0000 0.0000
0.1420 0.1540 0.0000
0.1620 0.1000 0.0000
0.2850 0.0548 0.0000
0.3730 0.1470 1.0000
0.3060 0.2420 1.0000
0.1870 0.2050 0.0000
0.2070 0.4620 1.0000
0.3350 0.2200 1.0000
0.0843 0.1460 0.0000
0.1650 0.3100 0.0000
0.1150 0.3010 0.0000
0.3150 0.1410 0.0000
0.0726 0.2250 0.0000
0.1390 0.1170 0.0000
0.1930 0.1990 0.0000
0.2180 0.2040 0.0000
0.1510 0.4530 1.0000
0.0941 0.3070 0.0000
0.1570 0.1160 0.0000
0.1570 0.0892 0.0000
0.0786 0.1640 0.0000
0.0645 0.2720 0.0000
0.2060 0.4290 1.0000
0.2510 0.1740 0.0000
0.2360 0.2200 0.0000
0.1870 0.0748 0.0000
0.1300 0.3610 0.0000
0.0351 0.2980 0.0000
0.0947 0.3280 0.0000
0.1300 0.3130 0.0000
0.1600 0.0239 0.0000
0.2100 0.3530 1.0000
0.2080 0.2310 0.0000
0.2620 0.1750 0.0000
0.2190 0.1910 0.0000
0.0588 0.3490 0.0000
0.2590 0.4330 1.0000
0.0879 0.3420 0.0000
0.1430 0.4230 1.0000
0.1190 0.1820 0.0000
0.2440 0.0815 0.0000
0.0241 0.1980 0.0000
0.2400 0.1270 0.0000
0.1170 0.1240 0.0000
0.1060 0.1990 0.0000
0.0618 0.0842 0.0000
0.1080 0.1450 0.0000
0.0706 0.2260 0.0000
0.1000 0.2490 0.0000
0.2910 0.1570 0.0000
0.1660 0.2110 0.0000
0.0857 0.2350 0.0000
0.2910 0.2010 0.0000
0.2390 0.3100 1.0000
0.2180 0.1450 0.0000
0.1330 0.2840 0.0000
0.2450 0.3920 1.0000
0.1240 0.4090 1.0000
0.1110 0.1840 0.0000
0.1270 0.2890 0.0000
0.1410 0.1380 0.0000
0.2320 0.2860 1.0000
0.2660 0.0668 0.0000
0.0000 0.0614 0.0000
0.1410 0.1440 0.0000
0.0510 0.0502 0.0000
0.2940 0.2890 1.0000
0.3310 0.2450 1.0000
0.1240 0.3390 0.0000
0.2640 0.2700 1.0000
0.2350 0.3050 1.0000
0.2200 0.1370 0.0000
0.2690 0.3270 1.0000
0.2530 0.2350 0.0000
0.2060 0.1710 0.0000
0.1180 0.3550 0.0000
0.3240 0.3140 1.0000
0.0933 0.2190 0.0000
0.1780 0.2660 0.0000
0.1540 0.2000 0.0000
0.2780 0.1510 0.0000
0.2950 0.2600 1.0000
0.3050 0.2100 1.0000
0.3160 0.1980 1.0000
0.0568 0.2750 0.0000
0.2200 0.1890 0.0000
